ticket	task_label	phase	minutes	dollars	model	provenance	source_file
TOO-45-78	ticket 78 follow-up: three remaining pattern types	planning	26	2.1		E	TOO-45/reports/TOO-45 ticket 78 follow-up (three remaining pattern types) - coder implementation report.md
TOO-45-78	ticket 78 follow-up: three remaining pattern types	implementation	20	1.5		E	TOO-45/reports/TOO-45 ticket 78 follow-up (three remaining pattern types) - coder implementation report.md
TOO-45-78	ticket 78 follow-up: three remaining pattern types	verification	40	3.2		E	TOO-45/reports/TOO-45 ticket 78 follow-up (three remaining pattern types) - coder implementation report.md
TOO-45-78	ticket 78 follow-up: three remaining pattern types -- combined: doc sweep + except-parens false alarm + reporting	other	14	1.1		E	TOO-45/reports/TOO-45 ticket 78 follow-up (three remaining pattern types) - coder implementation report.md
TOO-45-78	ticket 78 follow-up: three remaining pattern types	TOTAL	100	7.9		E	TOO-45/reports/TOO-45 ticket 78 follow-up (three remaining pattern types) - coder implementation report.md
TOO-45-78	review-78 round 1 repair	planning	11	1.0		E	TOO-45/reports/TOO-45 review-78 round1 repair - coder implementation report.md
TOO-45-78	review-78 round 1 repair	implementation	24	2.6		E	TOO-45/reports/TOO-45 review-78 round1 repair - coder implementation report.md
TOO-45-78	review-78 round 1 repair	verification	44	4.2		E	TOO-45/reports/TOO-45 review-78 round1 repair - coder implementation report.md
TOO-45-78	review-78 round 1 repair -- combined: self-review and report	other	10	1.2		E	TOO-45/reports/TOO-45 review-78 round1 repair - coder implementation report.md
TOO-45-78	review-78 round 1 repair	TOTAL	89	9.0		E	TOO-45/reports/TOO-45 review-78 round1 repair - coder implementation report.md
TOO-45-78	review-78 round 2 repair -- reading the review, brief and affected source	planning	12		Sonnet 5	E	TOO-45/reports/TOO-45 review-78 round2 repair - coder implementation report.md
TOO-45-78	review-78 round 2 repair -- planning the fix	planning	8		Sonnet 5	E	TOO-45/reports/TOO-45 review-78 round2 repair - coder implementation report.md
TOO-45-78	review-78 round 2 repair	implementation	20		Sonnet 5	E	TOO-45/reports/TOO-45 review-78 round2 repair - coder implementation report.md
TOO-45-78	review-78 round 2 repair	self_review	15		Sonnet 5	E	TOO-45/reports/TOO-45 review-78 round2 repair - coder implementation report.md
TOO-45-78	review-78 round 2 repair	TOTAL	55	1.4	Sonnet 5	E	TOO-45/reports/TOO-45 review-78 round2 repair - coder implementation report.md
TOO-45-78	review-78 round 3 repair	planning	7		Sonnet 5	M	TOO-45/reports/TOO-45 review-78 round3 repair - coder implementation report.md
TOO-45-78	review-78 round 3 repair	implementation	12		Sonnet 5	M	TOO-45/reports/TOO-45 review-78 round3 repair - coder implementation report.md
TOO-45-78	review-78 round 3 repair	self_review	11		Sonnet 5	M	TOO-45/reports/TOO-45 review-78 round3 repair - coder implementation report.md
TOO-45-78	review-78 round 3 repair	report	4		Sonnet 5	M	TOO-45/reports/TOO-45 review-78 round3 repair - coder implementation report.md
TOO-45-78	review-78 round 3 repair	TOTAL	34	3.0	Sonnet 5	M	TOO-45/reports/TOO-45 review-78 round3 repair - coder implementation report.md
TOO-45-79	proposed ticket 79: command substitution ASK floor	planning	25		Sonnet 5	E	TOO-45/reports/TOO-45 proposed ticket 79 - command substitution ASK floor - coder implementation report.md
TOO-45-79	proposed ticket 79: command substitution ASK floor	implementation	75		Sonnet 5	E	TOO-45/reports/TOO-45 proposed ticket 79 - command substitution ASK floor - coder implementation report.md
TOO-45-79	proposed ticket 79: command substitution ASK floor	self_review	10		Sonnet 5	E	TOO-45/reports/TOO-45 proposed ticket 79 - command substitution ASK floor - coder implementation report.md
TOO-45-79	proposed ticket 79: command substitution ASK floor	report	10		Sonnet 5	E	TOO-45/reports/TOO-45 proposed ticket 79 - command substitution ASK floor - coder implementation report.md
TOO-45-79	proposed ticket 79: command substitution ASK floor	TOTAL	120	4.0	Sonnet 5	E	TOO-45/reports/TOO-45 proposed ticket 79 - command substitution ASK floor - coder implementation report.md
TOO-45-79	review-79 round 1 repair -- reading review + affected source, planning the fix	planning	25	3	Sonnet 5	E	TOO-45/reports/review-79-round1 repair - coder implementation report.md
TOO-45-79	review-79 round 1 repair -- B1-B4, iterating against the corpus invariant	implementation	55	9	Sonnet 5	E	TOO-45/reports/review-79-round1 repair - coder implementation report.md
TOO-45-79	review-79 round 1 repair -- combined: B5 test additions + discrimination verification + doc fixes	other	30	4	Sonnet 5	E	TOO-45/reports/review-79-round1 repair - coder implementation report.md
TOO-45-79	review-79 round 1 repair -- combined: final verification sweep + report	other	10	1	Sonnet 5	E	TOO-45/reports/review-79-round1 repair - coder implementation report.md
TOO-45-79	review-79 round 1 repair	TOTAL	120	17	Sonnet 5	E	TOO-45/reports/review-79-round1 repair - coder implementation report.md
TOO-45-79	review-79 round 2 fix	planning	45	9	Opus 5	E	TOO-45/reports/review-79-round2 fix - implementation report.md
TOO-45-79	review-79 round 2 fix	implementation	15	3	Opus 5	E	TOO-45/reports/review-79-round2 fix - implementation report.md
TOO-45-79	review-79 round 2 fix	self_review	20	4	Opus 5	E	TOO-45/reports/review-79-round2 fix - implementation report.md
TOO-45-79	review-79 round 2 fix	TOTAL	80	16	Opus 5	E	TOO-45/reports/review-79-round2 fix - implementation report.md
TOO-45-79	review-79 round 3 repair	planning	15		Sonnet-class	E	TOO-45/reports/TOO-45 review-79-round3 repair - coder implementation report.md
TOO-45-79	review-79 round 3 repair	implementation	25		Sonnet-class	E	TOO-45/reports/TOO-45 review-79-round3 repair - coder implementation report.md
TOO-45-79	review-79 round 3 repair	self_review	15		Sonnet-class	E	TOO-45/reports/TOO-45 review-79-round3 repair - coder implementation report.md
TOO-45-79	review-79 round 3 repair	TOTAL	55		Sonnet-class	E	TOO-45/reports/TOO-45 review-79-round3 repair - coder implementation report.md
TOO-45-80	review-80 round 1 prose repair -- planning + fact verification	planning	8	0.9		E	TOO-45/reports/TOO-45 review-80 round1 prose repair - implementation report.md
TOO-45-80	review-80 round 1 prose repair	implementation	4	0.5		E	TOO-45/reports/TOO-45 review-80 round1 prose repair - implementation report.md
TOO-45-80	review-80 round 1 prose repair	self_review	6	0.55		E	TOO-45/reports/TOO-45 review-80 round1 prose repair - implementation report.md
TOO-45-80	review-80 round 1 prose repair -- handoff	report	2	0.25		E	TOO-45/reports/TOO-45 review-80 round1 prose repair - implementation report.md
TOO-45-80	review-80 round 1 prose repair	TOTAL	20	2.2		E	TOO-45/reports/TOO-45 review-80 round1 prose repair - implementation report.md
TOO-45-80	review-80 round 3 prose repair	planning	8	0.5		E	TOO-45/reports/TOO-45 review-80 round3 prose repair - implementation report.md
TOO-45-80	review-80 round 3 prose repair	implementation	9	0.7		E	TOO-45/reports/TOO-45 review-80 round3 prose repair - implementation report.md
TOO-45-80	review-80 round 3 prose repair -- combined: verification and self-review	other	9	0.6		E	TOO-45/reports/TOO-45 review-80 round3 prose repair - implementation report.md
TOO-45-80	review-80 round 3 prose repair	TOTAL	26	1.8		E	TOO-45/reports/TOO-45 review-80 round3 prose repair - implementation report.md
TOO-45-85	ticket 85 chunk A -- planning/code-reading/doc-fetch	planning	25		Sonnet	E	implementation/TOO-45 ticket 85 chunk A - coder implementation report.md
TOO-45-85	ticket 85 chunk A	implementation	10		Sonnet	E	implementation/TOO-45 ticket 85 chunk A - coder implementation report.md
TOO-45-85	ticket 85 chunk A -- combined: gates + self-review + report	other	20		Sonnet	E	implementation/TOO-45 ticket 85 chunk A - coder implementation report.md
TOO-45-85	ticket 85 chunk A	TOTAL	55		Sonnet	E	implementation/TOO-45 ticket 85 chunk A - coder implementation report.md
TOO-45-85	ticket 85 chunk B	planning	13		Sonnet 5	E	implementation/TOO-45 ticket 85 chunk B - coder implementation report.md
TOO-45-85	ticket 85 chunk B	implementation	13		Sonnet 5	E	implementation/TOO-45 ticket 85 chunk B - coder implementation report.md
TOO-45-85	ticket 85 chunk B	self_review	5		Sonnet 5	E	implementation/TOO-45 ticket 85 chunk B - coder implementation report.md
TOO-45-85	ticket 85 chunk B	report	3		Sonnet 5	E	implementation/TOO-45 ticket 85 chunk B - coder implementation report.md
TOO-45-85	ticket 85 chunk B	TOTAL	34		Sonnet 5	E	implementation/TOO-45 ticket 85 chunk B - coder implementation report.md
TOO-45-85	ticket 85 chunk C	planning	5		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk C - coder implementation report.md
TOO-45-85	ticket 85 chunk C	implementation	10		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk C - coder implementation report.md
TOO-45-85	ticket 85 chunk C	self_review	8		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk C - coder implementation report.md
TOO-45-85	ticket 85 chunk C	report	3		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk C - coder implementation report.md
TOO-45-85	ticket 85 chunk C	TOTAL	22.5		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk C - coder implementation report.md
TOO-45-85	ticket 85 chunk D	planning	20		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk D - coder implementation report.md
TOO-45-85	ticket 85 chunk D	implementation	25		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk D - coder implementation report.md
TOO-45-85	ticket 85 chunk D	self_review	8		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk D - coder implementation report.md
TOO-45-85	ticket 85 chunk D	report	4		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk D - coder implementation report.md
TOO-45-85	ticket 85 chunk D	TOTAL	55		Sonnet-class	E	implementation/TOO-45 ticket 85 chunk D - coder implementation report.md
TOO-45-94	punch-list 94: validation_issues split	planning	12		Sonnet 5	E	TOO-45/TOO-45 punch-list 94 validation_issues split - coder implementation report.md
TOO-45-94	punch-list 94: validation_issues split	implementation	20		Sonnet 5	E	TOO-45/TOO-45 punch-list 94 validation_issues split - coder implementation report.md
TOO-45-94	punch-list 94: validation_issues split -- combined: phase 3/4 self-review + report + memory writes	other	8		Sonnet 5	E	TOO-45/TOO-45 punch-list 94 validation_issues split - coder implementation report.md
TOO-45-94	punch-list 94: validation_issues split -- cost stated only as a bound, 'under $2'	TOTAL	40		Sonnet 5	E	TOO-45/TOO-45 punch-list 94 validation_issues split - coder implementation report.md
TOO-45-95	Item 95: split judge_unit	planning	20	0.35	Sonnet 5	E	implementation/TOO-45 Item 95 - split judge_unit - coder implementation report.md
TOO-45-95	Item 95: split judge_unit	implementation	15	0.25	Sonnet 5	E	implementation/TOO-45 Item 95 - split judge_unit - coder implementation report.md
TOO-45-95	Item 95: split judge_unit	self_review	30	0.45	Sonnet 5	E	implementation/TOO-45 Item 95 - split judge_unit - coder implementation report.md
TOO-45-95	Item 95: split judge_unit	report	5	0.05	Sonnet 5	E	implementation/TOO-45 Item 95 - split judge_unit - coder implementation report.md
TOO-45-95	Item 95: split judge_unit	TOTAL	70	1.1	Sonnet 5	E	implementation/TOO-45 Item 95 - split judge_unit - coder implementation report.md
TOO-45-96	proposed ticket 96	planning	4		Sonnet 5	E	implementation/TOO-45 proposed ticket 96 - coder implementation report.md
TOO-45-96	proposed ticket 96	implementation	2		Sonnet 5	E	implementation/TOO-45 proposed ticket 96 - coder implementation report.md
TOO-45-96	proposed ticket 96 -- combined: self-review + gates + before/after/mutation verification	other	30		Sonnet 5	E	implementation/TOO-45 proposed ticket 96 - coder implementation report.md
TOO-45-96	proposed ticket 96	TOTAL	36	0.8	Sonnet 5	E	implementation/TOO-45 proposed ticket 96 - coder implementation report.md
TOO-45-97	Item 97 step 3: kind means only fact 1	planning	20	0.35	Sonnet 5	E	TOO-45/TOO-45 Item 97 Step 3 - kind means only fact 1 - coder implementation report.md
TOO-45-97	Item 97 step 3: kind means only fact 1	implementation	5	0.05	Sonnet 5	E	TOO-45/TOO-45 Item 97 Step 3 - kind means only fact 1 - coder implementation report.md
TOO-45-97	Item 97 step 3: kind means only fact 1	self_review	15	0.25	Sonnet 5	E	TOO-45/TOO-45 Item 97 Step 3 - kind means only fact 1 - coder implementation report.md
TOO-45-97	Item 97 step 3: kind means only fact 1	report	5	0.05	Sonnet 5	E	TOO-45/TOO-45 Item 97 Step 3 - kind means only fact 1 - coder implementation report.md
TOO-45-97	Item 97 step 3: kind means only fact 1	TOTAL	45	0.7	Sonnet 5	E	TOO-45/TOO-45 Item 97 Step 3 - kind means only fact 1 - coder implementation report.md
TOO-45-98	ticket 98 chunk 3: module boundary move	planning	15	0.35	Sonnet 5	E	implementation/TOO-45 ticket 98 chunk 3 - module boundary move - coder implementation report.md
TOO-45-98	ticket 98 chunk 3: module boundary move	implementation	20	0.55	Sonnet 5	E	implementation/TOO-45 ticket 98 chunk 3 - module boundary move - coder implementation report.md
TOO-45-98	ticket 98 chunk 3: module boundary move	self_review	25	0.6	Sonnet 5	E	implementation/TOO-45 ticket 98 chunk 3 - module boundary move - coder implementation report.md
TOO-45-98	ticket 98 chunk 3: module boundary move	report	5	0.1	Sonnet 5	E	implementation/TOO-45 ticket 98 chunk 3 - module boundary move - coder implementation report.md
TOO-45-98	ticket 98 chunk 3: module boundary move	TOTAL	65	1.6	Sonnet 5	E	implementation/TOO-45 ticket 98 chunk 3 - module boundary move - coder implementation report.md
TOO-45-99	ticket 99	planning	8		Sonnet	M	implementation/TOO-45 ticket 99 - coder implementation report.md
TOO-45-99	ticket 99	implementation	7		Sonnet	M	implementation/TOO-45 ticket 99 - coder implementation report.md
TOO-45-99	ticket 99 -- gates	verification	5		Sonnet	M	implementation/TOO-45 ticket 99 - coder implementation report.md
TOO-45-99	ticket 99	report	2		Sonnet	E	implementation/TOO-45 ticket 99 - coder implementation report.md
TOO-45-99	ticket 99	TOTAL	22	2.0	Sonnet	M	implementation/TOO-45 ticket 99 - coder implementation report.md
TOO-45-100	ticket 100	planning	25		Sonnet-class	E	implementation/TOO-45 ticket 100 - coder implementation report.md
TOO-45-100	ticket 100	implementation	20		Sonnet-class	E	implementation/TOO-45 ticket 100 - coder implementation report.md
TOO-45-100	ticket 100	self_review	15		Sonnet-class	E	implementation/TOO-45 ticket 100 - coder implementation report.md
TOO-45-100	ticket 100	report	5		Sonnet-class	E	implementation/TOO-45 ticket 100 - coder implementation report.md
TOO-45-100	ticket 100	TOTAL	65	3.0	Sonnet-class	E	implementation/TOO-45 ticket 100 - coder implementation report.md
TOO-45-101	ticket 101 bare-brace grammar fix (stood down mid-task) -- planning/exploration	planning	25		Sonnet	E	implementation/TOO-45 ticket 101 bare-brace grammar fix - coder implementation report.md
TOO-45-101	ticket 101 bare-brace grammar fix (stood down mid-task)	implementation	30		Sonnet	E	implementation/TOO-45 ticket 101 bare-brace grammar fix - coder implementation report.md
TOO-45-101	ticket 101 bare-brace grammar fix (stood down mid-task)	TOTAL	55	1.5	Sonnet	E	implementation/TOO-45 ticket 101 bare-brace grammar fix - coder implementation report.md
TOO-45-104	ticket 104: dicts are undeclared types	planning	15		Sonnet 5	E	toolguard-memories/TOO-45/TOO-45 ticket 104 - dicts are undeclared types - coder implementation report.md
TOO-45-104	ticket 104: dicts are undeclared types	implementation	25		Sonnet 5	E	toolguard-memories/TOO-45/TOO-45 ticket 104 - dicts are undeclared types - coder implementation report.md
TOO-45-104	ticket 104: dicts are undeclared types -- combined: tests + gates + self-review	other	10		Sonnet 5	E	toolguard-memories/TOO-45/TOO-45 ticket 104 - dicts are undeclared types - coder implementation report.md
TOO-45-104	ticket 104: dicts are undeclared types	TOTAL	50		Sonnet 5	E	toolguard-memories/TOO-45/TOO-45 ticket 104 - dicts are undeclared types - coder implementation report.md
TOO-45-105	ticket 105 -- reading rules/ticket + reproducing the grammar behaviour	planning	22.5		Sonnet	E	implementation/TOO-45 ticket 105 - coder implementation report.md
TOO-45-105	ticket 105 -- writing the doc + diagram + cross-links	implementation	9		Sonnet	E	implementation/TOO-45 ticket 105 - coder implementation report.md
TOO-45-105	ticket 105 -- combined: gates + report	other	5		Sonnet	E	implementation/TOO-45 ticket 105 - coder implementation report.md
TOO-45-105	ticket 105	TOTAL	37.5	1.5	Sonnet	E	implementation/TOO-45 ticket 105 - coder implementation report.md
TOO-45-105	item 105 phase 2 (Python side)	planning	37.5		Sonnet 5	E	implementation/Coder Latest Implementation Report.md
TOO-45-105	item 105 phase 2 (Python side)	implementation	15		Sonnet 5	E	implementation/Coder Latest Implementation Report.md
TOO-45-105	item 105 phase 2 (Python side)	verification	22.5		Sonnet 5	E	implementation/Coder Latest Implementation Report.md
TOO-45-105	item 105 phase 2 (Python side)	TOTAL	75	2.25	Sonnet 5	E	implementation/Coder Latest Implementation Report.md
TOO-45-108	ticket 108: parse_hook_input belongs to the contract	planning	18	0.35	Sonnet 5	E	implementation/Coder Latest Implementation Report.md
TOO-45-108	ticket 108: parse_hook_input belongs to the contract	implementation	28	0.55	Sonnet 5	E	implementation/Coder Latest Implementation Report.md
TOO-45-108	ticket 108: parse_hook_input belongs to the contract	self_review	8	0.2	Sonnet 5	E	implementation/Coder Latest Implementation Report.md
TOO-45-108	ticket 108: parse_hook_input belongs to the contract	report	3	0.05	Sonnet 5	E	implementation/Coder Latest Implementation Report.md
TOO-45-108	ticket 108: parse_hook_input belongs to the contract	TOTAL	57	1.15	Sonnet 5	E	implementation/Coder Latest Implementation Report.md
TOO-45-punch-01	punch-list #01 suppression store	planning	45	1.2	Sonnet 5	E	implementation/TOO-45 punch-list #01 suppression store - implementation report.md
TOO-45-punch-01	punch-list #01 suppression store	implementation	70	2.0	Sonnet 5	E	implementation/TOO-45 punch-list #01 suppression store - implementation report.md
TOO-45-punch-01	punch-list #01 suppression store	self_review	35	0.9	Sonnet 5	E	implementation/TOO-45 punch-list #01 suppression store - implementation report.md
TOO-45-punch-01	punch-list #01 suppression store	TOTAL	150	4.1	Sonnet 5	E	implementation/TOO-45 punch-list #01 suppression store - implementation report.md
TOO-45-punch-01	punch-list #01 suppression store, pass 4	planning	20	1.1	Sonnet-class	E	implementation/TOO-45 punch-list #01 suppression store — implementation report (pass 4).md
TOO-45-punch-01	punch-list #01 suppression store, pass 4	implementation	50	3.3	Sonnet-class	E	implementation/TOO-45 punch-list #01 suppression store — implementation report (pass 4).md
TOO-45-punch-01	punch-list #01 suppression store, pass 4 -- combined: phases 3/4 verification + proofs + report	other	15	0.8	Sonnet-class	E	implementation/TOO-45 punch-list #01 suppression store — implementation report (pass 4).md
TOO-45-punch-01	punch-list #01 suppression store, pass 4	TOTAL	85	5.2	Sonnet-class	E	implementation/TOO-45 punch-list #01 suppression store — implementation report (pass 4).md
TOO-45-punch-03	punch-list 03 stages 2+4	planning	25	0.9	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-03	punch-list 03 stages 2+4	implementation	55	2.6	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-03	punch-list 03 stages 2+4	self_review	15	0.6	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-03	punch-list 03 stages 2+4	report	5	0.2	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-03	punch-list 03 stages 2+4	TOTAL	100	4.3	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-03	punch-list 03 stages 2+4, code-review fix pass	planning	7	0.35	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-03	punch-list 03 stages 2+4, code-review fix pass	implementation	8	0.5	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-03	punch-list 03 stages 2+4, code-review fix pass	self_review	5	0.3	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-03	punch-list 03 stages 2+4, code-review fix pass	report	3	0.15	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-03	punch-list 03 stages 2+4, code-review fix pass	TOTAL	23	1.3	Sonnet 5	E	implementation/TOO-45 punch-list 03 stages 2+4 - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, initial pass	planning	15		Sonnet	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, initial pass	implementation	30		Sonnet	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, initial pass -- combined: phase 3/4 self-review + report	other	10		Sonnet	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, initial pass	TOTAL	55		Sonnet	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, code-review fix pass	planning	20		Opus 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, code-review fix pass	implementation	45		Opus 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, code-review fix pass -- combined: phase 3/4 self-review + report	other	15		Opus 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, code-review fix pass	TOTAL	80	3.0	Opus 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, hook.py fail-open pass	planning	15		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, hook.py fail-open pass	implementation	40		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, hook.py fail-open pass -- combined: phase 3/4 self-review + doc-drift sweep + report	other	10		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, hook.py fail-open pass	TOTAL	65	2.0	Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, second fix pass (M1-M3)	planning	20		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, second fix pass (M1-M3)	implementation	40		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, second fix pass (M1-M3) -- combined: phase 3/4 self-review + doc-drift sweep + report	other	10		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, second fix pass (M1-M3)	TOTAL	70	2.5	Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, Reporter-class follow-up	planning	12		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, Reporter-class follow-up	implementation	20		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, Reporter-class follow-up	verification	5		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, Reporter-class follow-up	report	4		Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-04	punch-list 04 error reporter, Reporter-class follow-up	TOTAL	41	2.5	Sonnet 5	E	implementation/TOO-45 punch-list 04 error reporter - coder implementation report.md
TOO-45-punch-07	punch-list 07 test tier	planning	10	0.3	Sonnet 5	E	implementation/TOO-45 punch-list 07 test tier - coder implementation report.md
TOO-45-punch-07	punch-list 07 test tier	implementation	15	0.45	Sonnet 5	E	implementation/TOO-45 punch-list 07 test tier - coder implementation report.md
TOO-45-punch-07	punch-list 07 test tier	self_review	8	0.2	Sonnet 5	E	implementation/TOO-45 punch-list 07 test tier - coder implementation report.md
TOO-45-punch-07	punch-list 07 test tier	report	5	0.15	Sonnet 5	E	implementation/TOO-45 punch-list 07 test tier - coder implementation report.md
TOO-45-punch-07	punch-list 07 test tier	TOTAL	38	1.1	Sonnet 5	E	implementation/TOO-45 punch-list 07 test tier - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock	planning	25		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock	implementation	20		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock -- phase 2b test writing	implementation	25		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock -- combined: self-review + gates + doc-drift sweep + report writing	other	15		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock	TOTAL	85	2.5	Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock, review fix pass	planning	20		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock, review fix pass	implementation	30		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock, review fix pass -- combined: verification gates + doc-drift sweep + report writing	other	15		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock, review fix pass	TOTAL	65	2.0	Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock, outcome-enum pass	planning	20		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock, outcome-enum pass	implementation	25		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock, outcome-enum pass -- combined: self-review + gates + doc-drift sweep + report writing	other	15		Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-punch-15	punch-list 15 migrate lock, outcome-enum pass	TOTAL	60	1.5	Sonnet 5	E	implementation/TOO-45 punch-list 15 migrate lock - coder implementation report.md
TOO-45-spike-B	spike B	planning	12		Sonnet	E	implementation/TOO-45 spike B - coder implementation report.md
TOO-45-spike-B	spike B	implementation	15		Sonnet	E	implementation/TOO-45 spike B - coder implementation report.md
TOO-45-spike-B	spike B -- combined: robustness probing + ruff/py_compile + README	other	13		Sonnet	E	implementation/TOO-45 spike B - coder implementation report.md
TOO-45-spike-B	spike B	report	3		Sonnet	E	implementation/TOO-45 spike B - coder implementation report.md
TOO-45-spike-B	spike B	TOTAL	43	1.5	Sonnet	E	implementation/TOO-45 spike B - coder implementation report.md
TOO-45-spike-C	spike C -- reading multiline.py/command_model.py/command_extractor.py + the grammar	planning	15			E	implementation/TOO-45 spike C - coder implementation report.md
TOO-45-spike-C	spike C -- implementation + fixing two syntax slips	implementation	10			E	implementation/TOO-45 spike C - coder implementation report.md
TOO-45-spike-C	spike C -- verification probes	verification	5			E	implementation/TOO-45 spike C - coder implementation report.md
TOO-45-spike-C	spike C -- README writeup	report	10			E	implementation/TOO-45 spike C - coder implementation report.md
TOO-45-81	ticket 81 follow-up -- planning + investigation	planning	35	1.3	Sonnet 5	E	TOO-45/TOO-45 ticket 81 follow-up - coder implementation report.md
TOO-45-81	ticket 81 follow-up	implementation	25	1.0	Sonnet 5	E	TOO-45/TOO-45 ticket 81 follow-up - coder implementation report.md
